Sno,Text,State
27,"I thank you for calling. Pizza Hut is joy. Can I have your name please?************** and are calling for Deridder for pick up.Delivery.What's your address, Sir?33 Roberts Rd.33 Roberts Rd.In what suburb?Bentley Park.Can I get one?She's.Sorry, 33 Roberts Rd. Bentley Park.Yes.Please.OK so 33 Roberts Rd Bentley part 4869 post code is right in QLD.OK, let me just check the waiting time for delivery.Hey, that's a 30 minutes wait. What would you like to have?I gotta keep on here for three pieces and three sides.What's the culture?It's hot.7 four.29K let me check.Alright, so that's for 3695.At 34Yeah 34.What I'm showing here is 3695 Sir. Three large pizzas and three sides.Yeah, yeah.Can you get, um?Two Supreme'sWhat are the crushed?Uh, one beep and 1:10.Right and one meat lovers in the.Then barbecue meat lovers OK for the sides.I'm getting it.She garlic breads and what sort of soft drinks do you have?We've got the Coca Cola products, so we've got Coke Santa live in Sprite.Could you grab dot US right, thanks.Right, OK?Anything else like pasta, wings or desserts.Um?Do you have your della wings today?Yes, Sir.How many would you like?12 pack it up.Oh, what specific labor?Uh, connect to spicy.Free spicy, we have. Chipotle Perry, Perry Buffalo and Hot Chili.Could you get the Buffalo thanks.Buffalo gameand do you want it seasoned traditional or spicy boneless?Spicy, boneless thanks.Anything else you'd like to add?That's it.Alright, so you order three large pizzas, 2 Super Supreme, one on original pan in one on thinning crispy, and then barbecue. Meat lovers on original pen, +2 orders of the garlic bread in a 1.25 litters bright and additional will be 12 Buffalo wings spicy, boneless.Yeah alright total is $48.95.Yeah, no worries and this will be under your name, Sir *******.Yeah.What's your last name in your mobile number?I'll just grab my mobile number.OK.Or any contact number.It's not just one phone number.Just a second.All right?************* OK thank you and would you like to receive deals and offers from Pizza Hut through SMS?No, that's alright.Alright, and is this cash card?Cash.Do you need to change for 50?Yep.Any further instructions for besides a change?That's it.OK.Let me place your order now.Alright, so.It will be delivered 30 minutes from now and they have the order confirmation. Would you like to take note?Sorry.Do you want to write down the order confirmation?No, that's OK.OK, sorry, well thank you for calling pizza sure and have pretty.You too, Sir.Thank you bye bye.",QLD
28,"So you can have your name, please.Hello Hello.Actually I want to make a order for pizza.OK, are you ordering for pick up or delivery?Our deliverycan I have your address please?32 Annemann Drive. Turn it Victoria, one drive, etc.ADMUNDfor Edmund.ADMUNDyeah drive tan it.OK.Just one moment.All right, and your post code is 3029.Yeah.OK.Study OK can I have your order, please?Yeah, one vegetarian, a sensational pizza with traditional base.It's gonna be large for the size.Oh yeah, alright.OK, and another one is came up with the pan.Alright, OK.Yeah, that's it. How would you like to add some drinks this side?Now there is so much you ordered. The large veggie sensation with traditional crust and another large budget sensation.With original band, that's the same with the deep end, an altogether that will be $40.90, including the delivery charge.OK, OK, and and you order will be ready for delivery in 40 minutes and it will come from up. It'll turn it.And it will be delivered at 32 Edmond drive. Turn it. And can I have your first and last name please?Perminder PARMIN Der.Sorry before Papa people, Papa.ABANThat's Right BARMIN Der.And your last name.Call Kaurand how about your mobile number?**********.Would you like to receive vocational deals and offers from Pizza Hut through text messages?Rise and how will you pay by quarterback ash?Buy card.To the driver.Uh, if you so you want the request for Annapolis Machine.Yes please.I I can I just place a call on hold for about a couple of minutes or three? I would just double check if their first machine is available.OK OK, thank you.Hello.Yes Sir, thank you for waiting. So yeah, uh, the first machine is available and I will request for that. And aside from the airport.Will there be any additional instructions?No, I said, let me just process the order.Anne, would you would you like to take note of the order reference?When you're ready.Alright, 'cause the order references EE for elephant.Number One.F for bread.#9the dog.B for boy.See for Charlie.Yes.Alright, alright I can help you with.I thank you for calling Pizza Hut and have a great day. Bye bye.Hello.",Victoria
29,"Thank you for calling Pizza Hut is Joanna speaking. May have your name.My *******.******* are you calling for pick up or delivery delivery?Very.OK, give me one sick.Can you tell me what's the complete delivery address please?19Poinsettiapride.Boston, right?And what's your post code, please?042 I'm not sure. Same as whatever last he likes is.What's the suburb?Fastly likeswhy should your legs OK? Just give me one second.Alright, so let me see here delivery time frame is 30 minutes. Can you tell me what's, uh, what's your order, please?OK, can I get one creamy baked creamy chicken and Bacon Ranch? Chicken and bacon?Cheesy crust pizza.OK, T Seacrest offer this stuff. Plus the stuff crust. That's OK.12X from you so creamy. Chicken bacon. Create 11 creamy chicken and bacon.Pizza with cheesy crust.And the other one is a butchers block.Uh, what type of cross for the butchers block?I think Russ.In English.Alright, next order please.OK, that the the deal was for two pieces and two sizes for 2995.That is correct. Can you tell me what are the sides please?Uh, one bowl a Coke.What desserts do you have?Oh, let me see what's available. Just give me one second.We have the Hershey's lava cake, but there's a $1 surcharge. Is that OK?$1 surcharge.Now just getting done, I'll just.I'll get a cheesy garlic bread, please.That's the same for the cheesy garlic brothers or $1 surcharge, the so once.Yep, the ones that doesn't have a surcharge on it is a cheesy spider bites, garlic bread, and spider bites. Apparently for a premium products, there is a $1 surcharge, even if it's part of.Full Albuquerque close.OK, the Hershey celebrate.OK, sure.Alright, so Yep, let me just tell you the total.Alright, so you have here $40.40 in total, including the delivery charge, so that's one large creamy chicken and bacon stuffed crust. One large butchers block been in crispy 1 Coca Cola Classic in one hershey's lava cake.Yes, that's correct.OK.An ******* may also have your lunch.Yep.I beg your pardon.Last name please.Carrie, see you double RRE.Yep, and your mobile number.******How far *?Yep, go ahead.I'm can I pay for it when you were over by airports, please. Alright let me just double check first with the store if they are. If they have the F plus machine available for today just give me one or two minutes my counts in my savings account so I have to do it, that's all.Alright, Yes, not a problem, I just give me.Just OK.Hello Sir*******, thank you for staying on the line and I'm sorry for the wait. The delivery guy will bring the boss machine when they arrive so you can just use your card from when they arrive.And, uh, again the address is #19170 a parade in Varsity Lakes 227 and it's coming from Pizza Hut. Birdie waters should be delivered in 30 minutes. Anything else?I'd like to thank you all right. Not a problem. Well, thank you so much for calling Pizza Hut and have a great day too.Honey, I'm good night bye.",NSW
30,"Hello, thank you for calling Pizza Hut. This might may have your first name please.***.****** right?Hey ***, Max.OK, and are you calling today for pick up or delivery?No pick up.Sure, I'll be more than happy to assist you, Sir. May have the post code or the name of the store, please.No, I'm not a war in that great thank you and may have your order please.Me love this month.Like my love.Yep.Barbecue, meat lovers and what else?How much is that?Barbecue meat lovers is.$14.95OK, no worries.And so for your barbecue, meat lovers, would you like it and say crusty in crispy or traditional?Uh.I'll get a pic. Is any other deal today?Yes, uh, there's actually buy one. Get one large pizza for free for pick up.Yeah, no idea.So what will be your second pizza?No, I'll get the same thing. What about the chicken barbecue? Do I have to pay for that or can I get it for free?I'm sorry, what? What do you mean by chicken barbecue? Are you asking for a pizza again?Yeah, 'cause why won't get one free then? It yes so so we got one large barbecue meat lovers so your second pizza would be barbecue chicken.Yep, OK, and for your barbecue chicken, would you like it on Seacrest Inn in crispy or traditional?A traditional.I'm sorry, did you say traditional?Yeah, OK and aside from the pizza is, would you like to add any pastor wing sides? The search for drinks, Jake.I'm not that far right? Is that flow free or not OK, I'm sorry, let me just do a quick recap. OK, so one large barbecue, meat lovers and then one large barbecue chicken, both on dependency crash and it will be for $17.95, the one that's going to be the one that's going to be for free would be the cheapest pizza among those two that you ordered because barbecue chicken is 1795 and then barbecue meat lovers is 1495.OK, I'll get the free 14 foot by the fund.Yes, Sir, that's the one that said You have saved 1495. So instead of paying $33, I'm sorry. $32 in $0.90. You're only going to pay for 1795. OK, what is that?12Are you trying to get four pizzas or two pizzas, right?1 pizza.So two pieces 'cause I said You said because it's a deal today you buy one and get one for free.OK.Sure, so meaning you wanted to get a four pizzas in total, including the The Free Pizza.Because the buy one get one free, you would need to tell me your watch what your order like. We cannot automatically select like another barbecue meat lovers. So in other words, you're trying to get to barbecue meat lovers and then two barbecue chicken, correct?OK, who said cool? I said one I, I'm buying one and then I'll get one for free. So we just two what is 4 come from.OK, so in other words, you're only buying barbecue meat lovers, and then the other one would be barbecue chicken. Is that correct? Now, Yeah, Alright so.Yet no, Sir, it doesn't work that way. Again, the buy one. Get one for free. OK, because you are understanding it the different way that the one that's going to be for free will be the cheap, the cheap, the cheapest on those two pizzas. So barbecue meat lovers is 1495. And then.The cheapest 1.Sorry, are we still going to get barbecue meat lovers and in barbecue chicken? Yeah, the cheapest here.Minute.Sorry barbecue chicken is 1795, so would you like me to replace it with Barbie, another barbecue, meat lovers? So you'll get 2 barbecue meat lovers instead. So you're only going to pay for 1495.Yes, alright, OK we're not going to get barbecue chicken now, so it will be barbecue meat lovers.Q Chicken Oh OK, so it will be too large. Barbecue meat lovers speak first and this would be for $1414.95 available for pick up at Pizza Hut. Mary Warren.Yep.Get in instead of 2. Two depends get one thing.OK.Yep.And may have your phone number please.You're cool.*******.Thank you and would you like to receive special deals and offers from Pizza Hut by text, Jake.No, no problem.And we also have your last name, Sir.Do you?Thank you and I'm done placing your order. An would you like to pay them by card or cash now comfy couch OK answer I have a reference. Have an order reference number. Would you like to write it down?No, that's alright. OK, thank you so much for calling Pizza Hut. Will there be anything else? No worries, have a good day, Sir. Thank you so much for calling.",Victoria
31,"Hello, thank you for calling Pizza Hut. This might may have your first name please.***.****** right?Hey ***, ***.OK, and are you calling today for pick up or delivery?No pick up.Sure, I'll be more than happy to assist you, Sir. May have the post code or the name of the store, please.No, I'm not a war in that great thank you and may have your order please.Middle of this month.Like my love.Yep.Barbecue, meat lovers and what else?How much is that?Barbecue meat lovers is.$14.95OK, no worries.And so for your barbecue, meat lovers, would you like it and say crusting in crispy or traditional?Uh.I'll get a pic. Is any other deal today?Yes, uh, there's actually buy one. Get one large pizza for free for pick up.Yeah, no idea.So what will be your second pizza?No, I'll get the same thing. What about the chicken barbecue? Do I have to pay for that or can I get it for free?I'm sorry, what? What do you mean by chicken barbecue? Are you asking for a pizza again?Yeah, 'cause why won't get one free then? It yes so so we got one large barbecue meat lovers so your second pizza would be barbecue chicken.Yep, OK, and for your barbecue chicken, would you like it on Seacrest Inn in crispy or traditional?A traditional.I'm sorry, did you say traditional?Yeah, OK and aside from the pizza is, would you like to add any pastor wing sides? The search for drinks, Jake.I'm not that far right? Is that flow free or not OK, I'm sorry, let me just do a quick recap. OK, so one large barbecue, meat lovers and then one large barbecue chicken, both on dependency crash and it will be for $17.95, the one that's going to be the one that's going to be for free would be the cheapest pizza among those two that you ordered because barbecue chicken is 1795 and then barbecue meat lovers is 1495.OK, I'll get the free 14 foot by the fund.Yes, Sir, that's the one that said You have saved 1495. So instead of paying $33, I'm sorry. $32 in $0.90. You're only going to pay for 1795. OK, what is that?Everyone poop.Are you trying to get four pizzas or two pizzas, right?1 pizza.So two pieces 'cause I said You said because it's a deal today you buy one and get one for free.OK.Sure, so meaning you wanted to get a four pizzas in total, including the The Free Pizza.Because the buy one get one free, you would need to tell me your watch what your order like. We cannot automatically select like another barbecue meat lovers. So in other words, you're trying to get to barbecue meat lovers and then two barbecue chicken, correct?OK, who said cool? I said one I, I'm buying one and then I'll get one for free. So we just two what is 4 come from.OK, so in other words, you're only buying barbecue meat lovers, and then the other one would be barbecue chicken. Is that correct? Now, Yeah, Alright so.Yet no, Sir, it doesn't work that way. Again, the buy one. Get one for free. OK, because you are understanding it the different way that the one that's going to be for free will be the cheap, the cheap, the cheapest on those two pizzas. So barbecue meat lovers is 1495. And then.The cheapest 1.Sorry, are we still going to get barbecue meat lovers and in barbecue chicken? Yeah, the cheapest here.Even it.Sorry barbecue chicken is 1795, so would you like me to replace it with Barbie, another barbecue, meat lovers? So you'll get 2 barbecue meat lovers instead. So you're only going to pay for 1495.Yes, alright, OK we're not going to get barbecue chicken now, so it will be barbecue meat lovers.Q Chicken Oh OK, so it will be too large. Barbecue meat lovers speak first and this would be for $1414.95 available for pick up at Pizza Hut. Mary Warren.Yep.Get in instead of 2. Two depends get one thing.OK.Yep.And may have your phone number please.You're cool.*******.Thank you and would you like to receive special deals and offers from Pizza Hut by text, Jake.No, no problem.And we also have your last name, Sir.Do you?Thank you and I'm done placing your order. An would you like to pay them by card or cash now comfy couch OK answer I have a reference. Have an order reference number. Would you like to write it down?No, that's alright. OK, thank you so much for calling Pizza Hut. Will there be anything else? No worries, have a good day, Sir. Thank you so much for calling.",Victoria
32,"Hello, thank you for calling.Your name?Yes, my name is *****.Hi *****, calling for pick up or delivery.A pickup place OK and can I get your post code please to locate the store.That's the woolen GABA store. 4169 is the post code.For Wednesday night OK, one moment please.Alright, so I'm just selecting the store for you one moment.Alright, and can I take your order?Yes, so I want to order a deep pan pepperoni lovers.That a large Dependa Peroni.Yeah, large state pan pepperoni. Can I get extra pepperoni on the pizza please? Two? Yes of course. And hang on an I also want.A barbecue sauce instead of tomato sauce on the base, right? OK, anything else?Yeah, a cheesy cheesy garlic bread place, alright? And they also want to add a maybe pasta wing sides, desserts, origins to your order.Uh, uh, no, that's all I need. Thank you. Alright, so your order is a large pepperoni with extra pepperoni on deep bandwidth, barbecue sauce base and a cheesy garlic bread. Is that correct?That's correct, Yep. Alright, so this is going to be $17.90 and your order will be ready for pick up from the woolen GABA store in 15 minutes. They can also get your last name.Yeah, I was born.Thank you and I'm your mobile number is.**********.Thank you and you also want to receive additional deals and offers from Pizza Hut via SMS.Uh, I'm already getting heaps of this message from Pizza Hut. Thank you. Alright, no worries, and the payment will be at the store directly, is that correct?Displays OK and then do you have any other order instructions before I placed your order?Now that's all, thank you.OK, so your order will be ready for pick up in 15 minutes and it also have your order reference in case you want to write this down.Uhm, yeah, OK far away.OK, your order references for one 12896 D for *****.Sorry, was that very last bit D for ***** ***** *****. OK alright thank you alright, thank you for calling Pizza Hut and have a great evening but for now.",QLD
33,"Thank you for calling Pizza Hut. This is Jenny. May I have your name?*** is this ******** *****.Are you reach the contact centre? Would you like to place an order?No, I want to speak to them at the at the shop.Alright, I'm sure I can go ahead and put you through to the store. Yeah, that'll be good.Would you also like to get their direct number?Uh, yes, I get the direct number as well. Alright, I've got. I've got it. Actually sorry I've just found it but you put me through please just please stay on the line up with you through.Thank you for patiently waiting. Apologies for the hold.Yep, Yep Pizza Hut near Ellen is busy but I can just give you the direct number so you can call them right now, but I've been trying to call him for 20 minutes.Hello my pizza is 2 hours late.Oh delivery alright, let me go ahead and check the status of that. What's the mobile number associated on that order place?Uh, I think it'll be 0433.688035.Alright, thank you, let me go ahead and check on to this.Change that.Order is under Amanda Fox, is that right? Yeah, that's my wife yet. Alright, let me just go ahead and check the status of this particular order.Let me.No, it shows here still preparing the order order play 659.Uhm, let me let me go ahead and send the store a message regarding the follow up request and will ask him to call you in two to three minutes. Is that OK?Yeah, get in the comics I wanna talk to yes I will then I will. They will call on the mobile **********.No worries, thank you so much though. Have a great evening.Thanks bye.",Null
34,"Thank you for calling Pizza Hut. My name is Karen may have your name please.************. Are you calling for pick up or delivery?Delivery livery may have your address.Always on the same for 10 minutes. That's ridiculous, and we apologize for the thing.I've ordered how many times, otherwise I'm going to Domino's. It keeps on coming up as my address 2230. I put 2210 and it comes up as Logano. It must have asked me 10 times. Yes, we apologize. An will inform will send the feedback to management regarding the system please.Address is 2210. What is the street name? Yeah, what was straight WAWALA?EllieThank you, is this. In that picture. He what is the post code?2210about 210thank you.Let's see here.And the number is 2210. Is that the street number?No, that's basically double Q10. What is the street number?1313Yes.So that is number 3 to Waterloo Street, Peakhurst, NSW.Yes 1 three.Yes, 1313 water St be cursed NSW 110. Would that be correct? Yeah, thank you. Let me just check the store in the wait time. Just give me one moment.So be taught Mortdale will be the one to deliver.Minimum wait time right now showing is a 35 minutes. Would that be OK? That's fine. Go ahead please with your order.What do you have?For how many pizza places 2 pages two pizzas we have 2 + 2. It's two large pizzas and two sides included.How much?$30.95 that's the base price.Yep, that's fine. What will be our first pizza?So basically, stick crust just had chips.So cheese that will be is it crispy crust thin and crispy.No, the thick crust. That's original pan. Thank you so one large original pan cheese lovers go ahead please.And then the other one, just a meat lovers.Is that the barbecue beans lovers?Yep.Thank you.Again, also OK and for this side you have the options for Hershey's lava cake.But bites garlic bread drinks.But but and garlic bread.Bug bites and garlic bread.Alright, I'll just repeat the order. That will be one large cheese lovers, an original pan or deep pan. One large barbecue meat lovers, an original pan and spider bites in one garlic bread. Anything else like master wing drinks. OK, no. OK, so that is $30.95. Juliano may have your last name in mobile number.KO.Hello.Hey why?JH are you.Uh-huhcome my numbers are * four.Double Q *.*** would you like to receive occasional deals and offers via SMS?Yeah, that's fine.And how would you like to pay for this order?On delivery.On delivery do you need us to bring change for let's say $50 note?Oh, I haven't checked, but maybe maybe yes.OK, and any special instructions for the driver before I submit.No.So let me just show me the order.And Lastly, would you like to take note of your reference number?No.Alright, so please expect the delivery to arrive approximate time 5:48 PM coming from work today OK?Thank you for coming.Thank you alright, bye.",NSW
35,"Contact center my name is Maxine. May have your name please.Yes, ********.Frozen ******** you calling for delivery or pick up.Add delivery place.OK, an yes ma'am. May I have your address?Yep, unit 9.28why he'd St WAHED.OK.Mazda.OK, and that's 4132 Queensland correct? Yeah yeah right and just give me one moment ma'am.Alright, an Yep, what can I get you for today?How could I get to a barbecue meat lovers please?Let me get up OK in base, so let's get that.OK.Alright, so team base and what else man?A man I, uh, she's in breaking a stick price.OK, you said she's in bacon, is that right? Yes, please.OK, so.I believe that we do have here the ham and bacon.Or Hamel. Haven't she? Sorry about that and cheese, Oh yeah, Oh I can have ham and cheese. Yep, that's fine. OK alright, same cross.Yeah a big please.All right, there we go. And sorry, sorry.Anything else ma'am?I into God's words please OK so let me get the garlic bread for you.OK.I'm here.Right, and that they all.Yeah, that's it. Thank you. Just confirm I got today the following one. Large ham lovers in a base or thick crust. One large barbecue. Meat lovers obtaining crispy garlic bread.Yes, you're correct.OK yes, Yes Anne.Better with the delivery charge. The total cost is oh, by the way ma'am, would you like to put this in a deal?Yes, please OK? Because right now the total amount supposed to be $64.75 including delivery charge. OK, let me so let me check it with anything else that we can apply on this.Thank you.OK so right now.The total cost for this.So we put this in the deal. OK, let me check.Went down to just $48.90.OK, thank you very much.Submit this now. Would you like to add anything else like pastor wings, research or drinks?And to confirm this will be delivered to unit by #28 Wahid Street in Marston 4132 Queensland and approximately 40 minutes for the delivery time coming from the Pizza Hut. Marston OK and before I submit this I also may have your last name.Kiss you.How do you spell doubt Kiwi?OK, and how about for your phone number?IPhone.Oh I.I'd I.5132Thank you very much and would you like to ski deals and offers from Pizza Hut via text.No, thank you.You feed by cash or card.Please.$8.90 upon delivery and would you like me to send our delivery guy with the machine so so that you can swipe your card once they've arrived yet?Mobile.Alright, there you go and would like to get the reference number man or disorder? Uh yes please alright. And by the way before we move on man you have any additional instructions for the driver.At Yep, I come into the complex.OK, my unit 9 is inside the complex.When he comes into the street, he had to go all the way and go left at the mailboxes mailboxes.Better yet ma'am, I'm going to ask the delivery guy to call you once they arrived, OK?OK.OK, there you go and, uh, the reference number for this. Let me get that for you.Dash or hyphen.Yeah, and then.Please.Love.The reference number of disorder would like to take. Would you like to take this?Yeah, yes, yes I'm ready. An reference number starts with a dash or hyphen followed by letter B for boy 44.8 or Apple.********And thank you for the microphone.Thank you very much. Bye for now.Bye bye bye.",QLD
36,"Hi, welcome to Pizza Hut Just Lillian. Can I have your name please?Yes, **** *******. I'm just after price for some pictures.OK, uh, for pick up or delivery.It'll be it'll if we are going to be watching it today on just after prices. I'm trying to organize a get together.OK, can you just tell me the prices or can you not?I can, uh, tell the price, man, but I need to get the delivery address so I can get the actual prices of the pizza.Not it'll be Milestone Park.Hollingsworth Rd, Boston PunkOK hold on.Do you have the street number and the street name ma'am?Yes, it will be held at 18. Not I'm sorry 140.Hollinsworth right Master Park Orlando.Wart140 Hollingsworth Rd, Mauston Park.OK, I have here, uh, ingenious lifestyle 140. Yes, that's correct.Marsden park OK. Give me a minute.I didn't have to die.What order them?Yes, ma'am, I know, uh, so which pizza mom are you? A checking for the price?OK, I'll be looking for free pepperoni, three Supreme and three ham and Pineapple.OK.Show pepperoni.Hold on.So for the three pepperoni up, it will be $38.85 and then what is your second pizza?The second one is Teresa Chrome.To buy Supreme.Well then.And then.Hammond Park and three ham and Pineapple.Hawaiian OK, Yep.OK, so for the three, a pepperoni A3, large pepperoni pizza it will be $38.85 and then the three large super Supreme $53.85 and then for the three large Hawaiian it's $44.80 fives. All in all, including the $5 delivery charge. It's going to give 100 one $142.55.OK, that's wonderful I wanted, but now my garlic bread.If we will add 8 garlic bread, just give me a minute.Just give me a minute man.Yep.OK, with additional 8 garlic bread 8 garlic bread will, uh will cost $39.60, so including that all all $182.15.Wonderful thank you very much. Your very very helpful thank you. Thank you for calling Pizza Hut have a good one. Thank you. Bye bye.",NSW
37,"Hello, thank you for calling pizza is Mike may have your first name please.Um, my name is *****.Thank you, Annie. Recalling today for pick up or delivery delivery thanks.You're welcome, sure other, more than happy to assist you.I just want to know what deals do you have going please for delivery.Let me check on that member 1st may have your address. I could double charge.Sure is number 1.Tabari, TABARI place at Eagle be.One moment please.Thank you.You're welcome in how many large pizzas are you planning to order? No, I want I want free, but not the deals you got going. What the deal if you.I'm sure because I for the three large pieces we had 3 + 3 deal. It would be with three sides sides could be garlic bread spread by Sir drinks. It will be for $36.95 only for delivery.That's what I want.And we have your order, please.OK, so I'd like a can you? Do you have pepperoni pizza with muscles?Uh, yes we have pepperoni lovers and you said no sauce, so we're going to remove the tomato base and would you like it on thick frosting in crispy or traditional?Thanks.You're welcome man. When you said standard press, did you mean sick or traditional or tenant recipe?A traditional I think yeah.Traditional so traditional is actually neither thick North in it's in the middle. OK, that's fine. That's fine doing fine alright, how about 3 seconds pizza?And you have like I uhm him to him.1.Uh, yes we have Hawaiian pizza and would you like it from traditional process well?Play sign.Sure, how about for your third pizza? What do you have like? Beef and onion was?We have barbecue beef. Barbecue beef has it only as beef and mozzarella cheese, and we could just simply add onion.Do you have barbecue meat lovers?Yes, we also have barbecue meat lovers.Does it have onion?Here.Mommy loves you. OK, OK, have a girlfriend.A cake.Like if you have coconut sugar.Oh yes, ma'am. Coke no sugar and what else?5C have FaceTime.Spider bites cheese is bad bites. We also have fan to lift and Sprite.I'll have put a cheese, but by I have cheese is bad, but something that again.OK sure, cheesy spotlights aside from the 3 + 3 deal, would you like to add any extra pastor wings for concerts? How much is the extra for pasta?For past tight pants in the serving we have regular serving for $9.95 for all flavors and then 9.Show me about you Sir. Confirm we got a sleepless radio for one large pepperoni lovers without the sauce and then why large Hawaiian one, large barbecue meat lovers all in traditional crusts and in one garlic bread. One teases spider bites in one Coke no sugar 1.25 liter bottle correct? Yep, Yep, that's great. It will be for only $36.95 to be delivered at every one.The battery place it'll be.In the next 30 minutes, right after this call may also have your first and last first and last name please. So it's ***** *****.Hansen Han Fanelli Sen Fanelli.Thank you and your phone number Kaylee.0403657Yeah.926Thank you and would you like to receive special deals and offers for Pizza Hut via text?Oh, I get it anyway. It's fine, OK, perfect. And remember last question.Yeah, I sure go ahead, I'm sorry.Oh, I have only a $50 night is OK.Alright, that's OK man. I'm going to add that in the instructions that you would need change for a $50 bill as well, so.OK, and I'm done placing your order ma'am and I have an order confirmation number. Would you like to write it down?Oh, can you email it to Maine?I know unfortunately, but uh, this order reference number will be useful in this that you would like to track your order on the website.Ah, that's fine. I will go. I believe it's coming. It's fun. Sure, by the way, your food will be delivered tonight at 10:49 PM from Pizza Hut Billy. OK, thank you very much. I'm account.You're welcome. Would there be anything else? I'm so hungry how are you?OK, make sure that it will be delivered on time and thank you so much for calling. I have a good evening.",NSW
38,"Hi, welcome to Pizza Hut Irene speaking. Can I take your name, please?Offline my name is ****. Are you happy this is for delivery or pick up?I delivery place OK can I have your complete delivery address please?Yeah, it's unit 2.26The boy that straight.How do you spell that?Be for Baca.IridescentApple Rapids.Hey for cattle.E for elegant.And ah, for radiant.All right, and what is the suburb please?Sorry, I spent my last name. It's such a BIR.Right?That's fine.There we go.I cannot.Arcade at Birch and the suburbs.Calandra West.I got it now so this is in Birch Wood Villas, Right Unit, 226 Birch St, Orlando West 4551 right?Yeah, that's right.Have you ordered snow please?Yep, can I please have two Hawaiian?It would you like to have it in original across the traditional then and crispy stuffed crust are gluten-free base.Original plan.OK, original Ben so.Yep.And then we also have a prawn and I only one.The garlic prawn, right?Yes, that's right.Without knowledge result, actually it has a real digital.Perfect, would you like to have it in original plan or depan?The same as the others.Order please.The garlic bread as well.Crazy college grad who have two cheesy garlic bread.OK, would you also want to try adding fastow wings? This certain drinks to complete your meal?To drink, thank you.What drink we have? Coke fan to lift or Sprite?Park Place that's in a bottle, right?That's right, you have a cold classic, no sugar, vanilla, or Diet Coke.Um, just the normal thank you. OK to classic one. Anything else that you would like to add.Nothing here this per week up with your order you ordered one large Hawaiian and then one large garlic prawn both in original pan 2 cheesy garlic bread and one Coke Classic 1.25 liters total including delivery charge is $60.75 and that will be delivered to you by Pizza Hut Corey Monday.30 minutes after this call. OK, so I began to have your last name, please.Uh Baca Barker Mobile number please.Are you full **?Yep, I carry ****.Alright, would you like to receive vocational deals and offers from Pizza Hut via SMS?No, thank you.OK, well you pay by credit card or will pay by cash.My bizar thank you.OK, so you'll pay by credit card later, right?Yes please, I just need to check first if the store has a third. We know that they can bring just for a second, so that's encouragement.Just for a check.Alright, alright I'll have the delivery guy bring up terminal so that you can make the payment later. OK, I'll put a special instruction about that. Would like to take note of your reference number.No thank you. Anything else I can help you with?Thank you, thank you for your help tonight I'll come. Thank you so much for calling bye bye.Wonderful night goodbye YouTube goodbye.",QLD
39,"Hi, welcome to Pizza Hut Irene speaking. Can I take your name, please?Offline my name is ****. Are you happy this is for delivery or pick up?I delivery place OK can I have your complete delivery address please?Yeah, it's unit 2.26The boy that straight.How do you spell that?Be for Baca.IridescentApple Rapids.Hey for cattle.E for elegant.And ah, for radiant.All right, and what is the suburb please?Sorry, I spent my last name. It's such a BIR.Right?That's fine.There we go.I cannot.Arcade at Birch and the suburbs.Calandra West.I got it now so this is in Birch Wood Villas, Right Unit, 226 Birch St, Orlando West 4551 right?Yeah, that's right.Have you ordered snow please?Yep, can I please have two Hawaiian?It would you like to have it in original across the traditional then and crispy stuffed crust are gluten-free base.Original plan.OK, original Ben so.Yep.And then we also have a prawn and I only one.The garlic prawn, right?Yes, that's right.Without knowledge result, actually it has a real digital.Perfect, would you like to have it in original plan or depan?The same as the others.Order please.The garlic bread as well.Crazy college grad who have two cheesy garlic bread.OK, would you also want to try adding fastow wings? This certain drinks to complete your meal?To drink, thank you.What drink we have? Coke fan to lift or Sprite?Park Place that's in a bottle, right?That's right, you have a cold classic, no sugar, vanilla, or Diet Coke.Um, just the normal thank you. OK to classic one. Anything else that you would like to add.Nothing here this per week up with your order you ordered one large Hawaiian and then one large garlic prawn both in original pan 2 cheesy garlic bread and one Coke Classic 1.25 liters total including delivery charge is $60.75 and that will be delivered to you by Pizza Hut Corey Monday.30 minutes after this call. OK, so I began to have your last name, please.Uh Baca Barker Mobile number please.Are you full **?Yep, I carry ****.Alright, would you like to receive vocational deals and offers from Pizza Hut via SMS?No, thank you.OK, well you pay by credit card or will pay by cash.My bizar thank you.OK, so you'll pay by credit card later, right?Yes please, I just need to check first if the store has a third. We know that they can bring just for a second, so that's encouragement.Just for a check.Alright, alright I'll have the delivery guy bring up terminal so that you can make the payment later. OK, I'll put a special instruction about that. Would like to take note of your reference number.No thank you. Anything else I can help you with?Thank you, thank you for your help tonight I'll come. Thank you so much for calling bye bye.Wonderful night goodbye YouTube goodbye.",QLD
